report_date,report_type,location,site,department,contractor,reporter_role,description,severity,planted_pattern
2026-07-21,UNSAFE_CONDITION,Site Foxtrot,Site Foxtrot,Logistics,Contractor-Meridian Fabrication,Operator,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-03-03,NEAR_MISS,Site Echo,Site Bravo,Drilling,Contractor-Orion Field Services,Technician,Housekeeping issue noted in the tool storage area.,HIGH,
2026-08-14,UNSAFE_ACT,Site Bravo,Site Foxtrot,Drilling,Contractor-Meridian Fabrication,Engineer,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-06-13,UNSAFE_ACT,Site Delta,Site Foxtrot,HSE,Contractor-Summit Rigging Co,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-05-17,UNSAFE_CONDITION,Site Alpha,Site Foxtrot,Pipeline Integrity,Contractor-Meridian Fabrication,Operator,Worker was observed on scaffold without a secured harness.,LOW,working_at_height
2026-04-30,NEAR_MISS,Site Foxtrot,Site Alpha,Maintenance,Contractor-Orion Field Services,Foreman,"Minor vehicle scratch reported during routine parking maneuver, no injury.",MODERATE,
2026-08-18,NEAR_MISS,Site Alpha,Site Bravo,Operations,Contractor-Redline Maintenance Group,Site Supervisor,First aid kit in the workshop was missing a few items.,HIGH,
2026-03-24,UNSAFE_ACT,Site Echo,Site Bravo,Pipeline Integrity,Contractor-Meridian Fabrication,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-07-12,UNSAFE_CONDITION,Site Foxtrot,Site Delta,Drilling,Contractor-Coastal Logistics,Engineer,Water leakage from a faucet reported in the site canteen.,LOW,
2026-03-09,NEAR_MISS,Site Bravo,Site Foxtrot,Drilling,Contractor-Northstar Industrial,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-05-26,UNSAFE_ACT,Site Echo,Site Charlie,Maintenance,Contractor-Meridian Fabrication,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-07-13,UNSAFE_ACT,Site Foxtrot,Site Echo,Pipeline Integrity,Contractor-Meridian Fabrication,Foreman,Noise levels in the compressor room exceeded comfort but PPE was in use.,HIGH,
2026-07-19,NEAR_MISS,Site Bravo,Site Delta,Pipeline Integrity,Contractor-Beacon Electrical Works,Site Supervisor,Housekeeping issue noted in the tool storage area.,HIGH,
2026-08-07,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,Drilling,Contractor-Northstar Industrial,Site Supervisor,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-04-18,NEAR_MISS,Site Delta,Site Delta,HSE,Contractor-Ironclad Scaffolding,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-03-24,UNSAFE_ACT,Site Echo,Site Foxtrot,Operations,Contractor-Pinnacle Contractors,Operator,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-08-19,NEAR_MISS,Site Delta,Site Bravo,Logistics,Contractor-Meridian Fabrication,Engineer,Panel door was opened while circuit remained energized.,HIGH,electrical_isolation
2026-05-12,UNSAFE_ACT,Site Charlie,Site Foxtrot,Logistics,Contractor-Orion Field Services,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-06-07,NEAR_MISS,Site Echo,Site Delta,Operations,Contractor-Delta Wellsite Services,Foreman,Housekeeping issue noted in the tool storage area.,LOW,
2026-05-13,NEAR_MISS,Site Charlie,Site Delta,Operations,Contractor-Delta Wellsite Services,Operator,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-06-08,UNSAFE_CONDITION,Site Bravo,Site Alpha,HSE,Contractor-Orion Field Services,Operator,Unsecured harness was noted during rooftop inspection.,MODERATE,working_at_height
2026-06-23,UNSAFE_ACT,Site Charlie,Site Charlie,Maintenance,Contractor-Coastal Logistics,Operator,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-03-22,NEAR_MISS,Site Echo,Site Bravo,HSE,Contractor-Northstar Industrial,Foreman,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-08-06,UNSAFE_CONDITION,Site Alpha,Site Bravo,Operations,Contractor-Orion Field Services,Foreman,Technician entered energized pump area before electrical isolation was verified.,MODERATE,electrical_isolation
2026-08-14,NEAR_MISS,Site Foxtrot,Site Charlie,Maintenance,Contractor-Pinnacle Contractors,Operator,Oxygen levels were not checked before crew entered the storage vessel.,MODERATE,confined_space
2026-04-01,UNSAFE_ACT,Site Alpha,Site Bravo,Drilling,Contractor-Meridian Fabrication,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-08-08,UNSAFE_ACT,Site Foxtrot,Site Charlie,Drilling,Contractor-Beacon Electrical Works,Foreman,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-05-13,NEAR_MISS,Site Delta,Site Echo,Drilling,Contractor-Vantage Energy Services,Foreman,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-04-30,UNSAFE_ACT,Site Foxtrot,Site Echo,Logistics,Contractor-Delta Wellsite Services,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-05-05,UNSAFE_CONDITION,Site Delta,Site Delta,Operations,Contractor-Summit Rigging Co,Foreman,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-03-27,UNSAFE_CONDITION,Site Bravo,Site Echo,Operations,Contractor-Delta Wellsite Services,Site Supervisor,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-04-04,UNSAFE_ACT,Site Foxtrot,Site Charlie,Logistics,Contractor-Vantage Energy Services,Site Supervisor,Permit-to-work was not verified before excavation started near the pipeline.,MODERATE,permit_to_work
2026-06-30,UNSAFE_ACT,Site Charlie,Site Alpha,Pipeline Integrity,Contractor-Delta Wellsite Services,Safety Officer,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-04-03,UNSAFE_ACT,Site Charlie,Site Alpha,Logistics,Contractor-Delta Wellsite Services,Engineer,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-08-17,NEAR_MISS,Site Charlie,Site Bravo,Pipeline Integrity,Contractor-Ironclad Scaffolding,Site Supervisor,First aid kit in the workshop was missing a few items.,MODERATE,
2026-06-07,NEAR_MISS,Site Foxtrot,Site Foxtrot,Pipeline Integrity,Contractor-Ironclad Scaffolding,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-04-15,UNSAFE_ACT,Site Alpha,Site Echo,Pipeline Integrity,Contractor-Pinnacle Contractors,Safety Officer,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-04-10,NEAR_MISS,Site Delta,Site Echo,Operations,Contractor-Ironclad Scaffolding,Safety Officer,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-06-28,UNSAFE_CONDITION,Site Alpha,Site Foxtrot,Maintenance,Contractor-Northstar Industrial,Safety Officer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-03-13,NEAR_MISS,Site Bravo,Site Bravo,Operations,Contractor-Orion Field Services,Foreman,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-05-16,UNSAFE_ACT,Site Echo,Site Bravo,Maintenance,Contractor-Delta Wellsite Services,Operator,First aid kit in the workshop was missing a few items.,MODERATE,
2026-03-15,UNSAFE_ACT,Site Bravo,Site Echo,HSE,Contractor-Summit Rigging Co,Technician,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-05-16,UNSAFE_CONDITION,Site Charlie,Site Foxtrot,HSE,Contractor-Pinnacle Contractors,Operator,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-03-12,UNSAFE_CONDITION,Site Bravo,Site Charlie,Maintenance,Contractor-Pinnacle Contractors,Safety Officer,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-03-31,UNSAFE_CONDITION,Site Foxtrot,Site Delta,HSE,Contractor-Meridian Fabrication,Engineer,First aid kit in the workshop was missing a few items.,LOW,
2026-03-21,NEAR_MISS,Site Delta,Site Echo,HSE,Contractor-Pinnacle Contractors,Operator,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-06-22,UNSAFE_ACT,Site Delta,Site Delta,Pipeline Integrity,Contractor-Delta Wellsite Services,Technician,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-06-21,UNSAFE_ACT,Site Alpha,Site Charlie,Operations,Contractor-Redline Maintenance Group,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-03-14,NEAR_MISS,Site Charlie,Site Echo,Pipeline Integrity,Contractor-Orion Field Services,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-03-03,UNSAFE_ACT,Site Alpha,Site Delta,HSE,Contractor-Summit Rigging Co,Technician,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-06-19,UNSAFE_ACT,Site Bravo,Site Echo,Drilling,Contractor-Vantage Energy Services,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",MODERATE,
2026-04-09,UNSAFE_ACT,Site Bravo,Site Foxtrot,Operations,Contractor-Coastal Logistics,Foreman,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-06-27,UNSAFE_CONDITION,Site Echo,Site Foxtrot,Drilling,Contractor-Ironclad Scaffolding,Engineer,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-05-11,UNSAFE_ACT,Site Echo,Site Bravo,Pipeline Integrity,Contractor-Atlas Mechanical,Foreman,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-03-28,UNSAFE_ACT,Site Bravo,Site Alpha,HSE,Contractor-Delta Wellsite Services,Site Supervisor,Employee suggestion box was overflowing and needs regular clearing.,HIGH,
2026-07-07,UNSAFE_ACT,Site Alpha,Site Bravo,Maintenance,Contractor-Ironclad Scaffolding,Technician,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-08-11,NEAR_MISS,Site Foxtrot,Site Charlie,Maintenance,Contractor-Northstar Industrial,Operator,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-06-14,UNSAFE_ACT,Site Delta,Site Charlie,Drilling,Contractor-Coastal Logistics,Operator,Noise levels in the compressor room exceeded comfort but PPE was in use.,LOW,
2026-04-12,UNSAFE_CONDITION,Site Delta,Site Charlie,HSE,Contractor-Atlas Mechanical,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-08-05,NEAR_MISS,Site Delta,Site Alpha,Operations,Contractor-Delta Wellsite Services,Foreman,Reverse alarm on the site vehicle was found to be non-functional.,MODERATE,vehicle_pedestrian
2026-08-23,NEAR_MISS,Site Charlie,Site Alpha,Pipeline Integrity,Contractor-Redline Maintenance Group,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-05-18,UNSAFE_CONDITION,Site Foxtrot,Site Delta,Pipeline Integrity,Contractor-Summit Rigging Co,Technician,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-17,UNSAFE_ACT,Site Charlie,Site Alpha,Logistics,Contractor-Delta Wellsite Services,Engineer,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-06-15,NEAR_MISS,Site Echo,Site Foxtrot,Maintenance,Contractor-Meridian Fabrication,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-03-03,NEAR_MISS,Site Alpha,Site Foxtrot,HSE,Contractor-Beacon Electrical Works,Foreman,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-03-13,NEAR_MISS,Site Foxtrot,Site Delta,Drilling,Contractor-Beacon Electrical Works,Technician,Water leakage from a faucet reported in the site canteen.,LOW,
2026-08-07,UNSAFE_ACT,Site Delta,Site Foxtrot,Logistics,Contractor-Orion Field Services,Engineer,Worker used an unsafe ladder that was not rated for the task.,HIGH,working_at_height
2026-03-01,UNSAFE_CONDITION,Site Alpha,Site Bravo,Drilling,Contractor-Redline Maintenance Group,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-03-24,UNSAFE_ACT,Site Foxtrot,Site Foxtrot,Pipeline Integrity,Contractor-Vantage Energy Services,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-04-04,UNSAFE_ACT,Site Bravo,Site Alpha,Pipeline Integrity,Contractor-Ironclad Scaffolding,Engineer,Crew proceeded with confined space entry without a signed PTW.,HIGH,permit_to_work
2026-03-12,UNSAFE_ACT,Site Charlie,Site Echo,Maintenance,Contractor-Northstar Industrial,Site Supervisor,First aid kit in the workshop was missing a few items.,HIGH,
2026-05-07,UNSAFE_CONDITION,Site Echo,Site Bravo,Maintenance,Contractor-Delta Wellsite Services,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-05-22,NEAR_MISS,Site Foxtrot,Site Bravo,Maintenance,Contractor-Beacon Electrical Works,Engineer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-04-23,UNSAFE_CONDITION,Site Echo,Site Alpha,HSE,Contractor-Northstar Industrial,Engineer,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-08-05,NEAR_MISS,Site Echo,Site Bravo,HSE,Contractor-Northstar Industrial,Engineer,Entry permit for the vessel was not verified prior to work.,MODERATE,confined_space
2026-08-07,UNSAFE_CONDITION,Site Bravo,Site Delta,Logistics,Contractor-Ironclad Scaffolding,Safety Officer,Poor visibility at the site gate led to a near miss between a light vehicle and a walker.,MODERATE,vehicle_pedestrian
2026-05-30,UNSAFE_CONDITION,Site Delta,Site Delta,Maintenance,Contractor-Beacon Electrical Works,Safety Officer,Fall arrest lanyard was not connected during crane basket operation.,HIGH,working_at_height
2026-07-15,UNSAFE_ACT,Site Bravo,Site Charlie,Pipeline Integrity,Contractor-Pinnacle Contractors,Technician,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-07-27,UNSAFE_CONDITION,Site Alpha,Site Delta,HSE,Contractor-Orion Field Services,Engineer,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-07-23,NEAR_MISS,Site Delta,Site Foxtrot,Pipeline Integrity,Contractor-Beacon Electrical Works,Operator,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-05-06,NEAR_MISS,Site Bravo,Site Bravo,Drilling,Contractor-Atlas Mechanical,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-03-08,NEAR_MISS,Site Charlie,Site Alpha,Logistics,Contractor-Beacon Electrical Works,Site Supervisor,Temporary lighting was insufficient in the storage yard at night.,MODERATE,
2026-06-18,UNSAFE_ACT,Site Alpha,Site Bravo,Drilling,Contractor-Coastal Logistics,Engineer,Work was carried out without permit verification by the shift supervisor.,HIGH,permit_to_work
2026-04-01,UNSAFE_ACT,Site Echo,Site Foxtrot,Operations,Contractor-Northstar Industrial,Engineer,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-06-13,NEAR_MISS,Site Charlie,Site Delta,Drilling,Contractor-Beacon Electrical Works,Engineer,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-07-11,UNSAFE_CONDITION,Site Delta,Site Bravo,HSE,Contractor-Delta Wellsite Services,Foreman,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-05-17,UNSAFE_CONDITION,Site Bravo,Site Charlie,Operations,Contractor-Orion Field Services,Engineer,Electrical isolation point was not physically verified with a multimeter.,HIGH,electrical_isolation
2026-08-21,UNSAFE_CONDITION,Site Alpha,Site Charlie,Logistics,Contractor-Beacon Electrical Works,Foreman,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-20,UNSAFE_CONDITION,Site Charlie,Site Charlie,Pipeline Integrity,Contractor-Orion Field Services,Foreman,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-03-12,NEAR_MISS,Site Bravo,Site Charlie,Drilling,Contractor-Summit Rigging Co,Engineer,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-07-04,UNSAFE_ACT,Site Delta,Site Foxtrot,Logistics,Contractor-Redline Maintenance Group,Engineer,Noise levels in the compressor room exceeded comfort but PPE was in use.,HIGH,
2026-03-22,UNSAFE_ACT,Site Foxtrot,Site Charlie,Operations,Contractor-Vantage Energy Services,Technician,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-06-16,UNSAFE_CONDITION,Site Foxtrot,Site Foxtrot,Drilling,Contractor-Atlas Mechanical,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-06-23,UNSAFE_ACT,Site Echo,Site Delta,HSE,Contractor-Orion Field Services,Safety Officer,Technician climbed to elevated work area without anchor point confirmed.,MODERATE,working_at_height
2026-08-10,NEAR_MISS,Site Delta,Site Echo,Operations,Contractor-Coastal Logistics,Technician,First aid kit in the workshop was missing a few items.,HIGH,
2026-08-16,UNSAFE_ACT,Site Charlie,Site Charlie,Maintenance,Contractor-Pinnacle Contractors,Technician,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-06-04,UNSAFE_ACT,Site Delta,Site Foxtrot,Drilling,Contractor-Atlas Mechanical,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-04-13,UNSAFE_ACT,Site Charlie,Site Bravo,Maintenance,Contractor-Northstar Industrial,Foreman,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-04-01,UNSAFE_ACT,Site Charlie,Site Foxtrot,Drilling,Contractor-Redline Maintenance Group,Site Supervisor,Water leakage from a faucet reported in the site canteen.,LOW,
2026-08-03,NEAR_MISS,Site Charlie,Site Charlie,Pipeline Integrity,Contractor-Vantage Energy Services,Foreman,Water leakage from a faucet reported in the site canteen.,LOW,
2026-05-03,UNSAFE_ACT,Site Delta,Site Delta,Drilling,Contractor-Northstar Industrial,Operator,Water leakage from a faucet reported in the site canteen.,HIGH,
2026-08-05,UNSAFE_CONDITION,Site Echo,Site Bravo,Logistics,Contractor-Atlas Mechanical,Safety Officer,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-06-10,UNSAFE_CONDITION,Site Bravo,Site Alpha,Pipeline Integrity,Contractor-Ironclad Scaffolding,Foreman,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-03-22,NEAR_MISS,Site Delta,Site Bravo,Drilling,Contractor-Vantage Energy Services,Safety Officer,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-07-30,UNSAFE_CONDITION,Site Echo,Site Bravo,Maintenance,Contractor-Pinnacle Contractors,Operator,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-03-18,NEAR_MISS,Site Delta,Site Echo,Pipeline Integrity,Contractor-Vantage Energy Services,Safety Officer,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-08-20,NEAR_MISS,Site Charlie,Site Echo,Logistics,Contractor-Delta Wellsite Services,Foreman,Noise levels in the compressor room exceeded comfort but PPE was in use.,HIGH,
2026-07-20,UNSAFE_CONDITION,Site Foxtrot,Site Foxtrot,HSE,Contractor-Summit Rigging Co,Technician,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-06-30,NEAR_MISS,Site Delta,Site Charlie,Operations,Contractor-Meridian Fabrication,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,HIGH,
2026-04-21,UNSAFE_ACT,Site Foxtrot,Site Charlie,Maintenance,Contractor-Vantage Energy Services,Safety Officer,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-04-17,UNSAFE_ACT,Site Echo,Site Alpha,Drilling,Contractor-Delta Wellsite Services,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-08-23,NEAR_MISS,Site Alpha,Site Delta,Maintenance,Contractor-Pinnacle Contractors,Site Supervisor,Reverse alarm on the site vehicle was found to be non-functional.,MODERATE,vehicle_pedestrian
2026-03-04,NEAR_MISS,Site Delta,Site Alpha,Pipeline Integrity,Contractor-Summit Rigging Co,Engineer,Water leakage from a faucet reported in the site canteen.,LOW,
2026-04-13,UNSAFE_ACT,Site Alpha,Site Foxtrot,Maintenance,Contractor-Vantage Energy Services,Operator,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-06-07,UNSAFE_CONDITION,Site Echo,Site Alpha,Drilling,Contractor-Coastal Logistics,Engineer,Ladder used for elevated work was damaged and not tagged out of service.,MODERATE,working_at_height
2026-06-19,UNSAFE_ACT,Site Alpha,Site Delta,Logistics,Contractor-Coastal Logistics,Technician,Electrical isolation point was not physically verified with a multimeter.,LOW,electrical_isolation
2026-07-11,UNSAFE_ACT,Site Bravo,Site Alpha,Pipeline Integrity,Contractor-Orion Field Services,Technician,Fire extinguisher inspection tag found expired in the break room.,LOW,
2026-05-01,UNSAFE_CONDITION,Site Charlie,Site Alpha,Operations,Contractor-Ironclad Scaffolding,Safety Officer,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-08-03,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,Operations,Contractor-Meridian Fabrication,Operator,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-07-07,UNSAFE_CONDITION,Site Delta,Site Alpha,Maintenance,Contractor-Redline Maintenance Group,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-05-03,NEAR_MISS,Site Delta,Site Echo,Pipeline Integrity,Contractor-Delta Wellsite Services,Foreman,Housekeeping issue noted in the tool storage area.,HIGH,
2026-03-18,UNSAFE_CONDITION,Site Bravo,Site Echo,Drilling,Contractor-Vantage Energy Services,Engineer,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-02-28,NEAR_MISS,Site Alpha,Site Bravo,Operations,Contractor-Atlas Mechanical,Engineer,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-08-21,UNSAFE_CONDITION,Site Echo,Site Charlie,HSE,Contractor-Redline Maintenance Group,Engineer,Standby attendant was absent during confined space entry at the separator.,HIGH,confined_space
2026-07-21,UNSAFE_ACT,Site Charlie,Site Delta,Logistics,Contractor-Ironclad Scaffolding,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-04-18,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,Operations,Contractor-Summit Rigging Co,Operator,Missing PTW was discovered during a routine safety walkdown.,HIGH,permit_to_work
2026-04-01,UNSAFE_CONDITION,Site Echo,Site Alpha,Operations,Contractor-Coastal Logistics,Safety Officer,Employee suggestion box was overflowing and needs regular clearing.,HIGH,
2026-04-30,UNSAFE_ACT,Site Alpha,Site Bravo,Maintenance,Contractor-Ironclad Scaffolding,Safety Officer,Trip hazard from a loose cable was reported and fixed same day.,MODERATE,
2026-07-09,NEAR_MISS,Site Delta,Site Bravo,Operations,Contractor-Atlas Mechanical,Engineer,Trip hazard from a loose cable was reported and fixed same day.,LOW,
2026-04-22,UNSAFE_CONDITION,Site Foxtrot,Site Bravo,Maintenance,Contractor-Summit Rigging Co,Engineer,Noise levels in the compressor room exceeded comfort but PPE was in use.,MODERATE,
2026-08-19,UNSAFE_CONDITION,Site Echo,Site Delta,HSE,Contractor-Ironclad Scaffolding,Technician,A near miss occurred when a reversing truck came close to a pedestrian walkway.,LOW,vehicle_pedestrian
2026-07-18,UNSAFE_CONDITION,Site Echo,Site Foxtrot,Pipeline Integrity,Contractor-Orion Field Services,Technician,Temporary lighting was insufficient in the storage yard at night.,LOW,
2026-03-02,UNSAFE_CONDITION,Site Charlie,Site Delta,Maintenance,Contractor-Redline Maintenance Group,Safety Officer,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-03-03,NEAR_MISS,Site Foxtrot,Site Delta,HSE,Contractor-Summit Rigging Co,Foreman,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-07-09,UNSAFE_CONDITION,Site Foxtrot,Site Delta,HSE,Contractor-Pinnacle Contractors,Technician,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-08-06,UNSAFE_CONDITION,Site Delta,Site Echo,Drilling,Contractor-Vantage Energy Services,Operator,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-03-31,UNSAFE_CONDITION,Site Delta,Site Bravo,Pipeline Integrity,Contractor-Pinnacle Contractors,Foreman,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-07-22,UNSAFE_CONDITION,Site Charlie,Site Echo,HSE,Contractor-Orion Field Services,Operator,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-04-08,NEAR_MISS,Site Bravo,Site Bravo,HSE,Contractor-Pinnacle Contractors,Technician,Noise levels in the compressor room exceeded comfort but PPE was in use.,HIGH,
2026-04-30,NEAR_MISS,Site Charlie,Site Alpha,Pipeline Integrity,Contractor-Northstar Industrial,Site Supervisor,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-04-20,UNSAFE_ACT,Site Delta,Site Foxtrot,Drilling,Contractor-Coastal Logistics,Safety Officer,Contractor started grinding work without an approved hot work permit.,LOW,permit_to_work
2026-04-05,UNSAFE_CONDITION,Site Delta,Site Bravo,Operations,Contractor-Redline Maintenance Group,Site Supervisor,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-07-29,UNSAFE_ACT,Site Alpha,Site Bravo,Pipeline Integrity,Contractor-Ironclad Scaffolding,Safety Officer,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-03-01,UNSAFE_ACT,Site Charlie,Site Bravo,Maintenance,Contractor-Atlas Mechanical,Safety Officer,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-08-19,NEAR_MISS,Site Charlie,Site Echo,Logistics,Contractor-Ironclad Scaffolding,Operator,First aid kit in the workshop was missing a few items.,LOW,
2026-03-01,NEAR_MISS,Site Charlie,Site Charlie,HSE,Contractor-Redline Maintenance Group,Foreman,Water leakage from a faucet reported in the site canteen.,MODERATE,
2026-07-18,UNSAFE_CONDITION,Site Alpha,Site Delta,Maintenance,Contractor-Atlas Mechanical,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-05-07,NEAR_MISS,Site Bravo,Site Echo,Pipeline Integrity,Contractor-Meridian Fabrication,Technician,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-08-15,NEAR_MISS,Site Echo,Site Echo,Maintenance,Contractor-Atlas Mechanical,Operator,Employee suggestion box was overflowing and needs regular clearing.,HIGH,
2026-04-24,NEAR_MISS,Site Charlie,Site Alpha,Logistics,Contractor-Ironclad Scaffolding,Engineer,Water leakage from a faucet reported in the site canteen.,LOW,
2026-03-05,UNSAFE_ACT,Site Charlie,Site Foxtrot,Pipeline Integrity,Contractor-Delta Wellsite Services,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-03-21,NEAR_MISS,Site Echo,Site Echo,HSE,Contractor-Delta Wellsite Services,Engineer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-07-28,UNSAFE_CONDITION,Site Echo,Site Echo,Maintenance,Contractor-Pinnacle Contractors,Foreman,Housekeeping issue noted in the tool storage area.,HIGH,
2026-05-19,NEAR_MISS,Site Charlie,Site Echo,Maintenance,Contractor-Atlas Mechanical,Operator,Housekeeping issue noted in the tool storage area.,MODERATE,
2026-04-10,UNSAFE_CONDITION,Site Bravo,Site Bravo,HSE,Contractor-Redline Maintenance Group,Engineer,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-04-22,UNSAFE_ACT,Site Delta,Site Foxtrot,Maintenance,Contractor-Summit Rigging Co,Foreman,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-08-16,UNSAFE_ACT,Site Charlie,Site Alpha,Maintenance,Contractor-Beacon Electrical Works,Technician,Worker accessed switchgear room without confirming lockout status.,MODERATE,electrical_isolation
2026-07-03,NEAR_MISS,Site Delta,Site Charlie,Operations,Contractor-Vantage Energy Services,Technician,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-06-08,UNSAFE_ACT,Site Bravo,Site Bravo,Maintenance,Contractor-Beacon Electrical Works,Engineer,Signage for emergency assembly point was faded and needs replacement.,LOW,
